96106117,10,10,20,15,26,81
96106128,6,10,20,2,13,51
96106139,10,9,17,8,26,70
96106141,6,1,20,20,25,72
96106152,10,20,18,20,29,97
96106163,10,20,18,6,26,80
96106174,10,1,18,20,16,65
96106185,8,10,14,5,24,61
96106196,10,2,20,20,24,76
96106203,10,5,19,20,22,76
96106214,10,4,13,6,16,49
96106225,5,20,20,20,27,92
96106236,4,2,10,2,19,37
96106247,0,2,13,2,15,32
96106258,5,0,6,8,24,43
96106269,10,0,20,20,22,72
96106271,3,5,12,20,24,64
96106282,10,10,20,6,28,74
96106293,10,3,13,20,22,68
96106309,10,20,20,20,30,100
96106311,8,9,20,3,15,55
96106322,8,20,20,20,27,95
96106333,10,10,13,0,12,45
96106344,9,2,18,15,22,66
96106355,10,4,18,20,26,78
96106366,10,10,20,20,28,88
96106377,10,3,16,20,28,77
96106388,10,10,19,14,22,75
96106399,10,11,17,5,25,68
96106406,10,12,18,17,24,81
96106417,5,3,14,0,24,46
96106428,2,11,20,19,22,74
96106439,10,20,20,20,30,100
96106441,1,2,10,20,18,51
96106452,10,3,18,20,26,77
96106463,10,8,15,20,24,77
96106474,0,0,10,16,6,32
96106485,10,3,15,20,28,76
96106496,9,10,18,20,27,84
96106503,0,0,0,0,8,8
96106514,10,20,10,20,28,88
96106525,10,2,19,10,18,59
96106536,10,10,10,8,23,61
96106547,10,13,20,20,9,72
96106558,10,4,15,2,18,49
96106569,8,4,15,8,25,60
96106571,10,14,20,20,29,93
96106582,6,7,11,16,23,63
96106593,10,4,20,10,27,71
96106609,10,2,20,12,16,60
96106611,5,12,18,9,22,66
96106622,8,20,20,13,25,86
96106633,8,2,18,12,19,59
96106644,10,12,11,14,22,69
96106655,2,2,17,8,12,41
96106666,10,2,20,18,22,72
96106677,10,12,20,15,30,87
96106688,10,3,18,9,23,63
96106699,8,7,16,8,21,60
96106706,10,12,18,2,22,64
96106717,8,20,20,20,30,98
96106728,10,2,14,8,18,52
96106739,10,3,19,7,11,50
96106741,10,4,20,12,24,70
96106752,10,20,16,20,25,91
96106763,10,4,17,12,18,61
96106774,10,3,11,11,23,58
96106785,10,4,19,20,29,82
96106796,5,3,18,10,20,56
96106803,0,3,17,8,16,44
96106814,9,10,20,10,23,72
96106825,4,4,14,12,19,53
96106836,10,12,20,18,22,82
96106847,8,4,18,11,24,65
96106858,10,20,18,20,27,95
96106869,10,3,10,3,17,43
96106871,10,4,20,10,18,62
96106882,8,3,20,9,22,62
96106893,10,15,20,20,24,89
96106909,10,12,20,20,26,88
96106911,10,10,20,7,30,77
96106922,10,19,19,20,29,97
96106933,10,4,20,20,30,84
96106944,10,20,18,18,27,93
96106955,9,2,20,10,23,64
96106966,10,14,20,16,29,89
96106977,10,7,18,20,25,80
96106988,1,15,11,12,18,57
96106999,2,5,18,8,19,52
96107005,4,11,6,14,24,59
96107016,10,3,18,10,24,65
96107027,10,3,20,13,24,70
96107038,10,17,12,5,18,62
96107049,10,3,19,14,30,76
96107051,10,3,18,8,23,62
96107062,10,11,20,2,25,68
96107073,10,2,17,4,24,57
96107084,10,7,18,12,28,75
96107095,10,20,20,12,29,91
96107102,10,5,20,8,26,69
96107113,10,3,20,20,22,75
96107124,1,3,20,20,26,70
96107135,5,10,20,0,18,53
96107146,8,0,10,0,8,26
96107157,8,2,15,2,22,49
96107168,10,10,14,2,12,48
96107179,7,0,11,0,12,30
96107181,5,0,15,5,16,41
96107192,0,0,15,5,15,35
96107208,10,12,20,14,26,82
96107219,6,10,13,0,19,48
96107221,6,3,10,2,23,44
96107232,10,3,16,5,18,52
96107243,9,13,10,10,26,68
96107254,6,3,8,0,9,26
96107265,5,10,8,2,19,44
96107276,0,10,10,2,22,44
96107287,10,12,20,6,24,72
96107298,2,2,14,7,14,39
96107305,1,3,6,3,21,34
96107316,3,2,17,10,24,56
96107327,1,3,14,0,16,34
96107338,7,2,20,3,16,48
96107349,9,11,15,2,18,55
96107351,0,12,13,0,16,41
96107362,10,3,18,20,30,81
96107373,10,2,16,6,17,51
96107384,0,3,15,6,3,27
96107395,10,10,20,3,22,65
96107402,10,12,13,12,22,69
96107413,8,3,7,11,12,41
96107424,1,3,5,18,24,51
96107435,8,3,18,8,26,63
96107446,8,10,20,10,26,74
96107457,0,2,0,0,10,12
96107468,0,2,0,8,18,28
96107479,8,3,10,2,12,35
96107481,0,4,4,0,14,22
96107492,1,2,14,6,12,35
96107508,0,13,14,4,17,48
96107519,5,7,15,0,17,44
96107521,0,2,15,0,18,35
96107532,10,3,12,12,23,60
96107543,2,2,7,10,13,34
96107554,10,3,9,20,25,67
96107565,10,3,20,8,24,65
96107576,0,4,5,8,22,39
96107587,2,10,11,11,13,47
96107598,10,3,20,5,12,50
96107605,10,3,20,20,24,77
96107616,0,3,12,10,23,48
96107627,10,3,20,12,14,59
96107638,1,1,10,10,12,34
96107649,10,13,12,14,19,68
96107651,5,1,0,8,11,25
96107662,1,3,11,0,18,33
96107673,2,0,4,16,19,41
96107684,10,13,18,10,22,73
96107695,10,4,4,10,10,38
96107702,0,0,10,0,16,26
96107713,1,2,11,0,9,23
96107724,10,0,15,5,16,46
96107735,10,1,9,7,19,46
96107746,0,3,10,0,13,26
96107757,10,11,11,12,16,60
96107768,10,10,15,10,18,63
96107779,0,2,15,1,20,38
96107781,10,1,20,6,25,62
96107792,0,2,0,20,6,28
96107808,10,11,8,6,5,40
96107819,10,11,20,20,22,83
96107821,4,2,18,0,12,36
96107832,8,10,10,3,17,48
96107843,0,2,19,6,16,43
96107854,4,4,11,6,18,43
96107865,7,4,11,12,18,52
96107876,4,2,20,0,18,44
96107887,0,2,8,0,0,10
96107898,10,12,20,7,30,79
96107905,10,2,20,7,16,55
96107916,0,3,18,1,20,42
96107927,5,4,15,0,12,36
96107938,0,2,1,0,9,12
96107949,8,5,18,13,24,68
96107951,0,2,6,2,6,16
96107962,6,2,3,1,6,18
96107973,0,1,0,0,0,1
96107984,4,6,15,1,14,40
96107995,4,2,4,0,2,12
96108001,1,2,12,6,20,41
96108012,1,3,19,0,16,39
96108023,10,2,7,7,23,49
96108034,6,7,18,6,20,57
96108045,2,12,8,5,19,46
96108056,1,2,15,0,15,33
96108067,0,0,5,6,7,18
96108078,2,15,16,10,20,63
96108089,6,9,10,13,18,56
96108091,4,6,20,0,18,48
96108107,5,0,20,18,18,61
96108118,2,4,18,16,23,63
96108129,8,2,20,8,16,54
96108131,10,2,19,20,14,65
96108142,0,3,4,2,16,25
96108153,10,4,20,10,16,60
96108164,10,5,18,10,19,62
96108175,6,9,18,0,6,39
96108186,4,2,15,8,23,52
